,Age,EdLevel,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,ComputerSkills,Employed
52505,<35,Other,Man,Yes,Dev,12,6,Czech Republic,28584.0,12,0
52506,<35,Other,Man,No,Dev,10,5,Canada,117126.0,9,0
52508,>35,Master,Man,Yes,Dev,10,7,Ukraine,36000.0,6,0
52509,<35,Undergraduate,Man,Yes,Dev,1,0,Colombia,11652.0,12,0
52510,<35,Master,Man,No,Dev,8,5,Poland,95979.0,11,1
52511,<35,Undergraduate,Woman,Yes,Dev,18,10,United States of America,175000.0,14,0
52512,<35,Undergraduate,Man,No,Dev,7,3,Bangladesh,10346.0,11,0
52513,<35,NoHigherEd,Man,No,Dev,1,0,United States of America,70000.0,19,1
52515,<35,Undergraduate,NonBinary,Yes,Dev,16,7,Canada,148360.0,17,0
52516,>35,Undergraduate,Man,Yes,Dev,7,4,United States of America,135000.0,10,1
52517,<35,Master,Man,No,Dev,7,2,United States of America,130000.0,8,0
52518,<35,Undergraduate,Man,Yes,Dev,17,3,Sri Lanka,10836.0,12,1
52519,<35,Undergraduate,Man,No,Dev,8,5,Taiwan,23520.0,23,1
52521,<35,Undergraduate,Man,Yes,Dev,15,12,Canada,163977.0,12,0
52522,>35,Other,Man,Yes,Dev,30,30,Australia,77848.0,29,1
52523,>35,Master,Man,No,Dev,10,10,Canada,117126.0,4,0
52524,<35,Other,Man,No,Dev,3,0,"Iran, Islamic Republic of...",34044.0,11,0
52525,>35,Undergraduate,Man,No,Dev,5,3,United States of America,145000.0,6,0
52526,<35,Undergraduate,Man,Yes,Dev,12,11,Brazil,57336.0,22,1
52527,<35,Undergraduate,Man,No,Dev,5,4,India,18701.0,23,1
52528,>35,Undergraduate,Man,No,Dev,15,14,Australia,113234.0,17,1
52529,<35,Master,Man,No,Dev,7,0,India,41784.0,20,1
52530,<35,Undergraduate,Man,No,Dev,6,4,India,8352.0,8,0
52531,>35,Undergraduate,Man,Yes,Dev,20,4,Romania,28764.0,14,1
52532,<35,Undergraduate,Man,No,Dev,10,5,Australia,106157.0,30,1
52533,<35,Master,Man,Yes,Dev,8,4,Peru,32160.0,18,1
52534,<35,Undergraduate,Man,No,Dev,5,3,Sri Lanka,5664.0,11,0
52535,<35,Undergraduate,Man,Yes,Dev,6,2,Egypt,6528.0,5,0
52537,<35,Undergraduate,Man,Yes,Dev,9,3,United States of America,115000.0,15,1
52538,<35,Undergraduate,Man,No,Dev,8,5,Pakistan,5988.0,23,1
52539,<35,Undergraduate,Man,No,Dev,8,4,Bangladesh,15684.0,20,1
52540,<35,NoHigherEd,Man,Yes,Dev,3,2,Israel,78912.0,14,1
52541,>35,Undergraduate,Man,No,Dev,23,15,Denmark,110124.0,18,1
52542,<35,Undergraduate,Man,No,Dev,3,3,Sudan,4008.0,6,0
52543,>35,Undergraduate,Man,No,Dev,27,13,Dominican Republic,26623.0,15,1
52544,<35,Undergraduate,Man,No,Dev,10,4,Egypt,12.0,12,1
52545,<35,Undergraduate,Man,No,Dev,8,8,India,54168.0,4,0
52547,<35,NoHigherEd,Man,Yes,Dev,4,2,Germany,68252.0,10,1
52548,<35,Undergraduate,Man,No,Dev,3,3,Pakistan,5988.0,4,0
52549,>35,Undergraduate,Man,No,Dev,25,18,Argentina,33600.0,12,1
52550,<35,Undergraduate,Man,No,Dev,18,10,United States of America,178600.0,12,0
52551,<35,NoHigherEd,Man,No,Dev,2,2,Uganda,1644.0,13,1
52553,<35,Undergraduate,Man,No,Dev,7,6,Kenya,14424.0,22,1
52554,>35,Undergraduate,Man,Yes,Dev,20,18,United States of America,200000.0,11,0
52556,>35,Master,Man,No,Dev,25,24,Singapore,87288.0,41,1
52557,<35,Undergraduate,Man,No,Dev,7,1,India,3408.0,39,1
52558,>35,Undergraduate,Man,Yes,Dev,30,10,United States of America,60000.0,8,1
52559,>35,Undergraduate,Man,No,Dev,40,34,Netherlands,69318.0,9,1
52560,<35,Other,Man,Yes,Dev,2,0,Zambia,4344.0,8,0
52561,<35,Master,Man,No,Dev,9,7,"Iran, Islamic Republic of...",9600.0,18,1
52562,>35,Master,Man,No,Dev,40,40,Netherlands,170630.0,15,1
52563,<35,Undergraduate,Man,No,Dev,8,1,India,4720.0,8,0
52564,<35,Undergraduate,Man,No,Dev,12,8,United States of America,100000.0,19,1
52565,<35,Undergraduate,Man,No,Dev,4,2,"Iran, Islamic Republic of...",14184.0,6,0
52566,<35,Master,Man,No,Dev,11,5,India,42561.0,12,1
52567,>35,Undergraduate,Man,No,Dev,38,27,United States of America,110000.0,28,1
52569,>35,Undergraduate,Woman,Yes,Dev,17,12,Germany,61853.0,16,1
52570,<35,Undergraduate,Man,Yes,Dev,15,9,Turkey,22548.0,35,1
52571,>35,Master,Man,No,Dev,27,25,United States of America,165000.0,9,0
52572,<35,Undergraduate,Man,No,Dev,7,2,Poland,63828.0,9,0
52573,<35,Other,Man,No,Dev,3,1,"Iran, Islamic Republic of...",7092.0,9,0
52574,<35,Other,Man,No,Dev,9,6,"Iran, Islamic Republic of...",51060.0,15,1
52575,<35,Other,Man,Yes,Dev,0,0,India,1548.0,9,0
52576,<35,Undergraduate,Man,No,Dev,20,7,Israel,125544.0,11,1
52577,>35,Undergraduate,Man,No,Dev,30,20,Sweden,40631.0,9,1
52578,<35,Other,Man,No,Dev,6,4,Malaysia,16404.0,18,1
52579,<35,Undergraduate,Man,No,Dev,7,3,Russian Federation,24936.0,7,0
52580,>35,Other,Man,No,Dev,10,9,Bulgaria,49076.0,12,1
52581,<35,Master,Man,Yes,Dev,13,6,United States of America,95000.0,18,1
52582,<35,Undergraduate,Man,Yes,Dev,13,9,Netherlands,67186.0,9,1
52583,>35,Undergraduate,Man,No,Dev,22,17,Sweden,85320.0,16,1
52584,>35,Master,Man,No,Dev,25,17,Sweden,71105.0,10,0
52585,>35,Undergraduate,Man,No,Dev,12,8,"Iran, Islamic Republic of...",59568.0,10,1
52586,>35,Undergraduate,Man,No,Dev,17,14,Bahrain,39096.0,10,0
52587,<35,Other,Man,Yes,Dev,3,2,"Iran, Islamic Republic of...",28368.0,14,1
52588,<35,Undergraduate,Man,No,Dev,10,4,Viet Nam,12.0,11,0
52589,<35,PhD,Man,No,Dev,17,10,Czech Republic,67548.0,1,0
52590,<35,Undergraduate,Man,No,Dev,7,3,India,19346.0,11,1
52591,<35,Undergraduate,Man,No,Dev,8,4,India,39981.0,13,1
52593,>35,Other,Man,No,Dev,40,25,France,47990.0,7,0
52594,>35,NoHigherEd,Man,No,Dev,9,9,Israel,100440.0,7,0
52596,<35,Undergraduate,Man,No,Dev,5,1,India,5752.0,15,1
52599,<35,Other,Man,Yes,Dev,17,7,Poland,74376.0,22,1
52600,<35,Master,Man,Yes,Dev,10,4,Sweden,76184.0,20,1
52602,<35,Undergraduate,Man,Yes,Dev,4,1,Saudi Arabia,46404.0,13,1
52603,<35,Undergraduate,Man,No,Dev,16,12,India,38692.0,14,1
52604,<35,Undergraduate,Man,No,Dev,6,4,"Iran, Islamic Republic of...",3972.0,19,1
52605,<35,NoHigherEd,Woman,Yes,Dev,13,6,United States of America,32760.0,52,1
52607,>35,Undergraduate,Man,Yes,Dev,20,9,United Kingdom of Great Britain and Northern Ireland,82922.0,13,1
52608,<35,Undergraduate,Man,No,Dev,5,1,India,219.0,10,1
52609,>35,Master,Man,Yes,Dev,24,15,Germany,92780.0,5,0
52611,>35,Undergraduate,Man,No,Dev,15,12,"Iran, Islamic Republic of...",51060.0,16,1
52612,>35,Other,Man,No,Dev,26,20,Russian Federation,120000.0,11,1
52613,<35,Undergraduate,Man,No,Dev,6,5,Sri Lanka,5004.0,26,1
52614,<35,Undergraduate,Man,No,Dev,6,3,Egypt,7176.0,4,0
52615,<35,Undergraduate,Man,No,Dev,14,10,India,38692.0,18,1
52616,<35,NoHigherEd,NonBinary,No,Dev,8,1,Israel,8964.0,4,0
52617,<35,Other,Man,No,Dev,4,3,India,15480.0,13,0
52618,<35,Undergraduate,Man,No,Dev,4,2,Kenya,4116.0,19,1
52619,<35,Other,Man,No,Dev,7,4,Czech Republic,42612.0,10,0
52620,<35,Other,Man,No,Dev,2,0,India,3096.0,17,1
52621,<35,Undergraduate,Man,No,Dev,10,2,Netherlands,63986.0,10,0
52622,<35,Undergraduate,Man,No,Dev,15,12,"Iran, Islamic Republic of...",70920.0,14,1
52623,>35,Other,Man,Yes,Dev,30,20,United Kingdom of Great Britain and Northern Ireland,106793.0,26,1
52624,<35,Master,Man,No,Dev,1,0,Lithuania,15360.0,14,1
52625,>35,Undergraduate,Man,Yes,Dev,22,18,Israel,143484.0,13,1
52626,<35,Undergraduate,Man,No,Dev,16,11,United Kingdom of Great Britain and Northern Ireland,159562.0,28,1
52627,<35,Undergraduate,Man,No,Dev,2,0,Nigeria,2160.0,5,0
52628,>35,Other,Man,Yes,Dev,40,40,Canada,31234.0,13,1
52629,<35,Undergraduate,Man,No,Dev,2,2,Indonesia,4092.0,7,0
52630,<35,Master,Man,No,Dev,18,10,France,90647.0,14,0
52631,<35,Other,Man,No,Dev,10,10,Italy,37325.0,32,1
52632,<35,Master,Man,No,Dev,10,6,Poland,74463.0,16,1
52633,<35,Undergraduate,Man,No,Dev,7,2,Egypt,8808.0,12,1
52634,<35,Master,Man,No,Dev,20,13,Iraq,17676.0,16,1
52635,<35,NoHigherEd,Man,No,Dev,7,5,Denmark,83460.0,3,0
52636,<35,Undergraduate,Man,No,Dev,10,3,Greece,42657.0,7,0
52637,<35,Master,Man,No,Dev,15,11,Norway,99557.0,8,0
52638,<35,Undergraduate,Man,No,Dev,17,10,Australia,70771.0,13,1
52640,<35,Undergraduate,Man,No,Dev,3,0,Israel,93264.0,14,1
52641,<35,Master,Man,Yes,Dev,17,1,United States of America,145000.0,12,1
52642,<35,Other,Man,No,Dev,5,4,Estonia,49776.0,12,1
52643,<35,Undergraduate,Man,No,Dev,8,4,Nepal,16100.0,24,1
52644,<35,Undergraduate,Man,No,Dev,9,7,India,51589.0,21,0
52645,<35,Undergraduate,Man,No,Dev,7,6,Italy,35192.0,11,1
52646,<35,Other,Man,Yes,Dev,6,2,Kyrgyzstan,22596.0,27,1
52647,<35,Master,Woman,Yes,Dev,17,9,Germany,90647.0,3,0
52648,<35,Undergraduate,Man,No,Dev,10,5,Poland,51204.0,16,0
52650,>35,Undergraduate,Man,No,Dev,36,29,Poland,28584.0,8,0
52651,<35,Master,Man,No,Dev,10,2,Bulgaria,19308.0,9,1
52652,<35,Undergraduate,Man,No,Dev,3,2,"Iran, Islamic Republic of...",3684.0,9,1
52653,>35,Master,Man,No,Dev,39,37,Finland,63984.0,9,0
52654,<35,Undergraduate,Man,No,Dev,15,9,Germany,44796.0,15,1
52656,>35,Undergraduate,Man,No,Dev,20,15,Norway,88150.0,12,1
52657,<35,Master,Man,No,Dev,10,8,Sweden,46320.0,13,0
52658,<35,Other,Man,No,Dev,5,3,Sweden,42660.0,16,1
52659,<35,Undergraduate,Man,No,Dev,20,12,Bulgaria,32712.0,20,1
52661,>35,Other,Man,Yes,Dev,20,10,United States of America,136000.0,22,1
52662,<35,Undergraduate,Man,No,Dev,10,2,Belgium,25596.0,28,1
52663,<35,Master,Man,No,Dev,14,6,Poland,58272.0,20,0
52665,<35,Undergraduate,Man,No,Dev,10,6,Germany,90647.0,15,1
52666,>35,Master,Man,No,Dev,18,13,Ukraine,80000.0,5,0
52667,<35,Undergraduate,Man,No,Dev,2,1,Turkey,60000.0,8,0
52668,<35,Undergraduate,Man,Yes,Dev,12,7,Egypt,20880.0,7,1
52669,<35,Undergraduate,Man,No,Dev,6,2,Pakistan,14964.0,24,1
52670,>35,Undergraduate,Man,No,Dev,16,13,"Iran, Islamic Republic of...",5952.0,14,1
52671,<35,Master,Man,No,Dev,6,3,Spain,58654.0,13,0
52672,<35,Undergraduate,Man,No,Dev,5,2,Lithuania,39672.0,3,0
52673,<35,Master,Woman,Yes,Dev,16,3,France,29436.0,8,0
52674,>35,Other,Man,No,Dev,27,22,Hungary,50220.0,10,1
52675,<35,Undergraduate,Man,Yes,Dev,5,3,Poland,93792.0,5,0
52676,<35,Undergraduate,Man,Yes,Dev,10,5,Saudi Arabia,78405.0,9,0
52677,>35,NoHigherEd,Man,Yes,Dev,30,6,Germany,44796.0,12,1
52679,<35,Undergraduate,Man,Yes,Dev,10,7,Israel,162916.0,17,1
52680,<35,Undergraduate,Man,No,Dev,14,10,United Kingdom of Great Britain and Northern Ireland,79153.0,5,1
52681,<35,NoHigherEd,Woman,No,Dev,9,0,United Kingdom of Great Britain and Northern Ireland,22615.0,16,1
52682,<35,Undergraduate,Man,No,Dev,5,3,Poland,33300.0,18,1
52683,<35,Undergraduate,Man,No,Dev,6,5,Netherlands,74651.0,9,0
52684,<35,Master,Man,No,Dev,10,4,Italy,40525.0,27,1
52685,<35,Undergraduate,Man,No,Dev,8,4,Netherlands,101312.0,11,1
52686,>35,Other,Man,No,Dev,35,3,Brazil,10716.0,3,0
52687,<35,Master,Man,No,Dev,17,10,Italy,61853.0,34,1
52688,<35,Undergraduate,Man,No,Dev,8,7,Egypt,4572.0,18,1
52689,<35,Undergraduate,Man,Yes,Dev,7,6,"Iran, Islamic Republic of...",56736.0,31,1
52690,>35,Master,Man,No,Dev,30,25,Italy,85315.0,10,1
52691,<35,Master,Man,No,Dev,13,9,Spain,37325.0,48,1
52693,>35,Master,Man,No,Dev,30,22,Portugal,53322.0,11,0
52694,<35,Undergraduate,Man,No,Dev,9,5,Ireland,106644.0,8,0
52695,<35,NoHigherEd,Man,No,Dev,12,4,Poland,43008.0,15,1
52696,>35,Other,Man,No,Dev,24,18,United States of America,166850.0,15,1
52697,>35,Undergraduate,Man,No,Dev,20,14,Australia,141542.0,22,0
52698,<35,Undergraduate,Man,No,Dev,5,3,Bangladesh,6816.0,18,1
52699,<35,Other,Man,No,Dev,3,2,Israel,55596.0,4,0
52700,>35,Undergraduate,Man,Yes,Dev,20,15,Estonia,117300.0,4,0
52701,<35,Master,Man,No,Dev,14,3,Germany,78916.0,6,0
52702,<35,Undergraduate,Man,Yes,Dev,13,0,Italy,29860.0,34,1
52703,<35,Undergraduate,Man,No,Dev,6,5,Sweden,73140.0,25,1
52704,<35,Undergraduate,Man,No,Dev,15,7,Croatia,31171.0,4,0
52705,<35,NoHigherEd,Man,No,Dev,9,4,Israel,107616.0,28,1
52706,>35,Undergraduate,Man,Yes,Dev,18,12,Switzerland,134445.0,21,1
52707,<35,Undergraduate,Man,No,Dev,8,4,"Iran, Islamic Republic of...",99288.0,26,1
52708,>35,Master,Man,Yes,Dev,37,26,Israel,107616.0,18,1
52709,>35,Master,Man,No,Dev,15,8,China,75080.0,2,0
52710,<35,Master,Man,No,Dev,18,11,Austria,38028.0,5,0
52711,<35,Undergraduate,Man,No,Dev,6,3,Sri Lanka,1332.0,22,1
52712,<35,Undergraduate,Man,No,Dev,12,7,India,77383.0,13,0
52713,<35,Other,Man,No,Dev,4,4,Netherlands,63986.0,18,0
52714,<35,Undergraduate,Man,Yes,Dev,16,10,"Iran, Islamic Republic of...",85104.0,7,0
52715,<35,NoHigherEd,Man,No,Dev,15,10,Denmark,60228.0,14,1
52716,<35,Undergraduate,Man,No,Dev,2,0,Germany,47990.0,17,1
52717,>35,Other,Man,No,Dev,27,15,Sweden,53628.0,12,1
52718,>35,Master,Man,Yes,Dev,12,7,Germany,76783.0,18,1
52719,<35,Master,Man,No,Dev,13,9,Czech Republic,49104.0,4,0
52721,>35,Master,Man,No,Dev,25,23,Germany,152117.0,9,1
52722,>35,Undergraduate,Man,No,Dev,22,20,Indonesia,4092.0,3,0
52723,<35,Master,Man,No,Dev,14,7,Belgium,34126.0,22,1
52724,<35,Master,NonBinary,Yes,Dev,13,1,France,35196.0,14,1
52725,<35,Undergraduate,Man,No,Dev,14,11,Poland,106644.0,15,0
52726,<35,Undergraduate,Man,Yes,Dev,15,5,United States of America,50000.0,9,1
52727,>35,Master,Man,Yes,Dev,26,15,Belgium,211152.0,25,1
52728,<35,Undergraduate,Man,Yes,Dev,10,6,Pakistan,10476.0,12,1
52729,>35,Undergraduate,Man,No,Dev,14,11,Canada,93701.0,5,0
52730,>35,Other,Man,No,Dev,24,20,Australia,84925.0,19,1
52731,>35,Master,Man,No,Dev,20,11,Poland,62436.0,12,0
52732,<35,Master,Man,No,Dev,10,1,Ukraine,17868.0,24,1
52733,>35,Master,Man,No,Dev,6,5,Germany,74651.0,13,0
52734,<35,Other,Man,Yes,Dev,25,15,Hungary,258.0,9,0
52735,<35,Undergraduate,Man,No,Dev,2,1,Pakistan,2100.0,13,0
52736,<35,Undergraduate,Man,No,Dev,9,5,Turkey,6384.0,16,1
52737,>35,Master,Man,No,Dev,10,6,France,40956.0,6,0
52738,<35,Undergraduate,Man,No,Dev,12,1,United Kingdom of Great Britain and Northern Ireland,111819.0,6,0
52739,<35,Undergraduate,Man,No,Dev,2,2,India,3864.0,19,1
52740,<35,Master,Man,Yes,Dev,11,5,France,41591.0,27,1
52741,<35,Master,Man,No,Dev,7,3,Ukraine,63600.0,14,0
52742,>35,Other,Man,No,Dev,30,18,Netherlands,127968.0,17,0
52743,>35,Undergraduate,Man,Yes,Dev,2,0,United Kingdom of Great Britain and Northern Ireland,45230.0,21,1
52744,<35,Undergraduate,Man,No,Dev,16,7,Ireland,106644.0,14,1
52745,<35,Undergraduate,Man,No,Dev,5,3,India,23215.0,16,0
52746,>35,Undergraduate,Man,Yes,Dev,15,10,Israel,105821.0,13,1
52747,<35,Undergraduate,Woman,Yes,Dev,18,11,Australia,77848.0,10,0
52748,>35,PhD,Man,No,Dev,30,20,United Kingdom of Great Britain and Northern Ireland,113075.0,6,0
52749,<35,Undergraduate,Man,No,Dev,4,2,Hungary,16236.0,23,1
52750,>35,Master,Man,No,Dev,20,14,Ukraine,97476.0,21,1
52751,<35,Undergraduate,Man,No,Dev,11,8,Bosnia and Herzegovina,16365.0,37,1
52752,<35,Undergraduate,Man,No,Dev,13,8,Germany,58654.0,13,1
52753,>35,NoHigherEd,Man,No,Dev,22,22,United States of America,110000.0,9,0
52754,<35,Undergraduate,Man,No,Dev,2,1,Hong Kong (S.A.R.),36.0,9,0
52755,<35,NoHigherEd,Man,No,Dev,3,2,Kenya,107300.0,17,1
52757,>35,Undergraduate,Man,No,Dev,15,8,Israel,114792.0,13,1
52759,>35,Master,Man,Yes,Dev,18,10,United States of America,177000.0,18,1
52760,<35,Undergraduate,Man,No,Dev,3,1,Bulgaria,13092.0,6,1
52761,<35,Undergraduate,Man,No,Dev,4,1,Bosnia and Herzegovina,19644.0,18,1
52762,>35,Undergraduate,Man,Yes,Dev,22,17,Australia,116772.0,6,0
52764,<35,Undergraduate,Man,No,Dev,2,2,Pakistan,5988.0,18,1
52765,<35,Master,Man,No,Dev,4,3,Ukraine,42000.0,24,1
52766,<35,Undergraduate,Man,No,Dev,9,4,Italy,31993.0,34,1
52769,>35,Master,Man,No,Dev,37,32,Australia,104034.0,15,1
52770,>35,Master,Man,No,Dev,35,25,Germany,95979.0,10,0
52771,<35,Other,Man,Yes,Dev,5,2,Nepal,2424.0,10,0
52772,<35,Undergraduate,Man,No,Dev,2,1,Italy,21648.0,20,1
52773,>35,Other,Man,No,Dev,30,20,Germany,69318.0,3,0
52774,<35,Master,Man,No,Dev,14,6,Brazil,180000.0,9,0
52775,>35,NoHigherEd,Man,Yes,Dev,25,27,Israel,132720.0,5,0
52776,>35,Undergraduate,Man,No,Dev,29,16,Romania,64368.0,7,0
52777,<35,Undergraduate,Man,No,Dev,15,11,Germany,76783.0,10,0
52778,<35,Undergraduate,Man,No,Dev,12,8,"Iran, Islamic Republic of...",23424.0,18,1
52779,<35,Master,Man,No,Dev,16,3,Germany,95979.0,10,1
52780,>35,Master,Man,No,Dev,19,8,Germany,83182.0,8,0
52781,>35,Master,Man,No,Dev,24,22,New Zealand,72053.0,13,1
52782,>35,Master,Man,Yes,Dev,6,5,"Iran, Islamic Republic of...",56736.0,10,0
52784,<35,Undergraduate,Man,No,Dev,15,10,Russian Federation,24936.0,7,0
52785,<35,Undergraduate,Man,No,Dev,19,9,Russian Federation,60000.0,9,0
52786,<35,Undergraduate,Man,No,Dev,4,2,Jordan,20030.0,8,0
52787,<35,NoHigherEd,Man,Yes,Dev,6,1,Germany,8316.0,25,1
52788,<35,NoHigherEd,Man,Yes,Dev,13,5,Israel,125544.0,11,0
52789,<35,Master,Man,No,Dev,14,8,Japan,61164.0,17,1
52790,>35,PhD,Man,No,Dev,40,40,United Kingdom of Great Britain and Northern Ireland,67848.0,8,0
52791,<35,Undergraduate,Man,No,Dev,11,7,Bangladesh,28656.0,6,0
52792,>35,Master,Man,No,Dev,37,27,Hungary,50220.0,5,0
52793,<35,Master,Man,No,Dev,15,10,Germany,47030.0,15,1
52794,<35,Master,Man,No,Dev,14,8,Germany,79983.0,10,0
52796,>35,Master,Man,No,Dev,33,26,Taiwan,52728.0,21,1
52797,>35,Other,Man,Yes,Dev,7,6,Canada,81988.0,16,1
52798,<35,Master,Man,Yes,Dev,5,2,Morocco,14448.0,22,0
52799,<35,Undergraduate,Man,No,Dev,7,3,Australia,101203.0,22,1
52800,<35,Master,Man,No,Dev,14,14,Russian Federation,900.0,14,1
52802,>35,Undergraduate,Man,No,Dev,19,17,India,38692.0,10,1
52803,>35,Undergraduate,Man,No,Dev,14,14,France,76788.0,14,1
52804,<35,Undergraduate,Man,No,Dev,10,7,Myanmar,5928.0,12,0
52805,>35,Undergraduate,Man,No,Dev,13,13,United States of America,178000.0,16,1
52806,<35,Undergraduate,Man,No,Dev,7,5,United Arab Emirates,68628.0,9,0
52807,<35,Master,Man,No,Dev,14,5,Netherlands,63984.0,10,1
52808,<35,Undergraduate,Woman,Yes,Dev,7,1,Australia,46320.0,25,1
52809,<35,Master,Woman,No,Dev,1,0,Japan,9408.0,16,1
52810,<35,Undergraduate,Man,No,Dev,12,7,Turkey,12024.0,27,1
52811,>35,Other,Man,No,Dev,15,13,Turkey,27804.0,11,1
52812,<35,Master,Man,Yes,Dev,13,10,Brazil,37392.0,14,1
52813,<35,Undergraduate,Man,No,Dev,18,18,Indonesia,25392.0,23,1
52814,<35,Undergraduate,Man,No,Dev,8,3,"Iran, Islamic Republic of...",85104.0,18,1
52816,<35,NoHigherEd,Man,No,Dev,11,4,Czech Republic,31176.0,9,0
52819,>35,Master,Man,No,Dev,27,23,Switzerland,124103.0,33,1
52820,<35,Master,Man,No,Dev,5,3,"Iran, Islamic Republic of...",3600.0,10,0
52821,>35,NoHigherEd,Man,No,Dev,22,22,United States of America,110000.0,16,1
52822,<35,Master,Man,Yes,Dev,8,1,United Kingdom of Great Britain and Northern Ireland,64076.0,4,0
52823,<35,Other,Man,Yes,Dev,7,4,Denmark,41292.0,3,1
52824,>35,PhD,NonBinary,No,Dev,15,11,Germany,72972.0,16,1
52825,<35,Undergraduate,Man,No,Dev,5,2,Turkey,9024.0,5,0
52826,>35,Undergraduate,Man,No,Dev,23,23,United States of America,99000.0,18,1
52827,>35,Undergraduate,Man,No,Dev,20,15,Bangladesh,30696.0,20,1
52828,>35,PhD,Man,No,Dev,24,22,Turkey,24804.0,30,1
52829,<35,Undergraduate,Man,No,Dev,7,6,Brazil,20520.0,20,1
52830,<35,Undergraduate,Woman,Yes,Dev,7,4,Estonia,63984.0,5,0
52831,>35,PhD,Man,No,Dev,18,15,France,95979.0,23,0
52832,<35,Other,Man,Yes,Dev,15,9,Portugal,47990.0,4,0
52833,<35,Undergraduate,Man,No,Dev,5,8,India,12897.0,14,1
52834,<35,Undergraduate,Man,Yes,Dev,12,7,Poland,15264.0,26,1
52835,<35,Master,NonBinary,Yes,Dev,25,15,Germany,78916.0,19,1
52836,<35,Other,Man,Yes,Dev,6,2,Poland,5556.0,25,1
52837,<35,PhD,Man,No,Dev,18,4,Germany,74651.0,4,0
52838,<35,NoHigherEd,Man,No,Dev,11,8,Ukraine,36552.0,15,0
52839,<35,Master,Man,No,Dev,6,2,Serbia,25596.0,9,0
52840,>35,Other,Man,No,Dev,17,13,Israel,102948.0,11,1
52841,<35,NoHigherEd,Man,Yes,Dev,5,3,Czech Republic,80718.0,9,0
52842,<35,Master,Man,No,Dev,12,7,Serbia,45768.0,7,0
52843,<35,Master,Woman,No,Dev,3,3,United States of America,120000.0,2,0
52844,<35,Master,Man,Yes,Dev,7,2,Netherlands,63986.0,5,0
52845,<35,Undergraduate,Man,No,Dev,7,1,Canada,117126.0,5,0
52846,<35,Undergraduate,Man,No,Dev,4,2,Nigeria,3468.0,16,1
52847,<35,Undergraduate,Man,No,Dev,2,1,Brazil,12708.0,11,1
52848,<35,Undergraduate,Man,No,Dev,11,2,Brazil,10802.0,6,1
52849,<35,Master,Man,No,Dev,8,5,Bangladesh,6816.0,10,0
52850,<35,Undergraduate,Man,Yes,Dev,2,1,United States of America,110000.0,23,1
52851,<35,Master,Man,No,Dev,9,6,Belgium,57588.0,4,0
52852,<35,Other,Man,Yes,Dev,10,4,Brazil,19812.0,15,1
52853,<35,Master,Man,No,Dev,11,6,Brazil,39888.0,15,1
52854,<35,Master,Man,Yes,Dev,12,2,Brazil,49860.0,8,0
52855,<35,Undergraduate,Man,No,Dev,9,5,Brazil,34896.0,24,1
52856,<35,Master,Man,No,Dev,26,13,Brazil,56063.0,32,1
52857,<35,Undergraduate,Man,No,Dev,14,11,"Iran, Islamic Republic of...",24000.0,17,1
52859,>35,Undergraduate,Man,Yes,Dev,15,11,Saudi Arabia,64008.0,12,1
52860,<35,Undergraduate,Man,No,Dev,8,6,South Africa,45000.0,10,1
52861,<35,Master,Man,No,Dev,10,5,Georgia,41614.0,5,0
52862,<35,Undergraduate,Man,No,Dev,14,6,Turkey,39600.0,6,0
52863,>35,Undergraduate,Man,No,Dev,13,9,Sri Lanka,15000.0,11,0
52864,<35,Other,Man,No,Dev,6,0,India,540.0,10,0
52865,<35,Master,Man,No,Dev,6,3,"Iran, Islamic Republic of...",28368.0,19,1
52866,<35,Undergraduate,Man,No,Dev,4,1,Bangladesh,36.0,12,0
52867,<35,Master,Man,No,Dev,14,7,"Iran, Islamic Republic of...",73752.0,20,1
52868,<35,Undergraduate,Man,Yes,Dev,8,4,United States of America,90000.0,13,1
52869,>35,Master,Man,No,Dev,20,14,Austria,65053.0,23,1
52870,<35,Undergraduate,Man,Yes,Dev,8,5,Belgium,38392.0,7,0
52871,<35,Undergraduate,Man,Yes,Dev,11,0,Norway,54964.0,15,0
52873,>35,Master,Man,No,Dev,31,22,Russian Federation,30300.0,11,1
52874,<35,Undergraduate,Man,Yes,Dev,8,5,Russian Federation,51948.0,7,0
52875,>35,Undergraduate,Man,Yes,Dev,20,15,Malaysia,72000.0,19,1
52876,>35,Other,Man,No,Dev,31,22,Estonia,106644.0,10,0
52877,<35,Other,Man,No,Dev,5,3,Nigeria,24051.0,26,0
52879,<35,Master,Man,No,Dev,7,5,France,79983.0,17,1
52880,<35,Master,Man,No,Dev,22,14,Germany,68252.0,27,1
52881,<35,Undergraduate,Man,No,Dev,16,3,Austria,57588.0,5,0
52882,<35,Master,Man,No,Dev,7,3,India,1290.0,16,0
52883,<35,Other,Man,No,Dev,22,10,Norway,58075.0,28,1
52884,<35,Undergraduate,Man,No,Dev,6,3,United Kingdom of Great Britain and Northern Ireland,69102.0,30,1
52885,<35,Undergraduate,Man,No,Dev,14,11,United Kingdom of Great Britain and Northern Ireland,43974.0,24,1
52887,>35,PhD,Man,No,Dev,24,7,United States of America,205000.0,4,0
52888,<35,Undergraduate,Man,No,Dev,2,1,India,10060.0,10,0
52889,<35,Undergraduate,Man,No,Dev,10,9,South Africa,46024.0,8,0
52890,<35,Undergraduate,Man,No,Dev,12,8,Indonesia,1365.0,6,0
